node,degree centrality
"La Trobe University, Department of Computer Science and Computer Engineering",2
"Texas Instruments Bangalore, India",1
"Sun Yat-Sen University, School of Life Sciences, Guangzhou, China",1
"University of East Anglia, School of Computing Science, Norwich, UK",5
"Chinese Academy of Sciences, Shenzhen, China",1
"University of Victoria, Department of Mechanical Engineering, BC, Canada",3
"Chuo University, Department of Electrical, Electronic, and Communication, Tokyo, Japan",3
"Huaihai Institute of Technology, Lianyungang, China",13
Wuhan University of Science and Technology,1
"Northeastern University, State Key Laboratory of Synthetical Automation for Process Industries, Shenyang, China",6
"Free University of Bolzano/Bozen, Italy",1
KU Leuven,1
"Xiamen University, Fujian Key Laboratory of Sensing and Computing for Smart Cities, China",2
"Ningbo University, Department of Electrical Engineering and Computer Science, China",7
"The University of Mississippi, Department of Computer and Information Science, Oxford, MS, USA",19
"Stony Brook University, Department of Biomedical Informatics, NY, USA",4
"University of New South Wales, School of Engineering and Information Technology, Canberra, Australia",4
"Peking University, School of Earth and Space Sciences, Institute of Remote Sensing and Geographic Information System, Beijing, China",1
"Shanghai University of Finance and Economics, School of Mathematics, China",6
"University of Electronic Science and Technology of China, School of Information and Software Engineering, Chengdu, China",5
"Chinese Academy of Sciences, Institute of Electronics, Space Microwave Remote Sensing System Department, Beijing, China",2
"Xidian University, Institute of Intelligent Image Processing, Xi'an, China",7
"Naval University of Engineering, Wuhan, China",1
"University of Southampton, UK",38
"Beijing University of Posts & Telecommunications, Wireless Signal Processing & Network Laboratory, China",7
"Xidian University, School of Mathematics and Statistics, Xi'an, China",2
"Northwest University, School of Information Science & Technology, Xi'an, China",2
"Chinese Academy of Sciences, Institute of Information Engineering, Beijing, China",17
"Swansea University, Department of Computer Science, UK",11
"Auburn University, Department of Pathobiology, AL, USA",1
"Beijing Institute of Technology, School of Management and Economics, Laboratory of Knowledge Management and Data Analysis, China",2
"Mitsubishi Electric Research Laboratories, Cambridge, MA, USA",7
"Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China",3
"Hangzhou Dianzi University, School of Computer Science and Technology, China",12
"Xi'an Jiaotong-Liverpool University, Department of Electrical and Electronic Engineering, Suzhou, China",3
"King Abdullah University of Science and Technology, Saudi Arabia",4
"Google Inc., Mountain View, CA, USA",25
"Emory University, Biostatistics and Bioinformatics, Atlanta, GA, USA",1
"Ciena Corporation, USA",2
"Nanyang Technological University, School of Computer Engineering, Singapore",12
"University of Macau, Faculty of Science and Technology, Macau",3
Education University of Hong Kong,4
"University of Sydney, School of Electrical and Information Engineering, NSW, Australia",11
"South Dakota State University, Hilton M. Briggs Library, Brookings, SD, USA",4
"Hangzhou Dianzi University, Department of Computer Science, China",6
"Carnegie Mellon University, Department of Electrical and Computational Engineering, Pittsburgh, PA, USA",12
"Beijing Normal Univiersity, China",1
"National University of Defense Technology, College of Mechatronics and Automation, Changsha, China",7
"University of Electronic Science and Technology of China, Center for Future Media, School of Computer Science and Engineering, Chengdu",2
"Arizona State University, USA",6
"Huazhong University of Science and Technology, Key Laboratory of Molecular Biophysics of Ministry of Education, Wuhan, China",3
"National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing, China",1
"Peking University, Institute of Computer Science and Technology, Beijing, China",9
"Hefei University of Technology, School of Management",5
"Peking University, Institute of Remote Sensing and Geographic Information System, Beijing, China",1
"Sichuan University, College of Computer Science, Machine Intelligence Laboratory, Chengdu, Chengdu",6
"University of Massachusetts Lowell, MA, USA",1
University of Western Ontario,2
"University of Toronto, Department of Electrical and Computer Engineering, ON, Canada",7
"Chinese Academy of Sciences, Institute of Remote Sensing and Digital Earth, Beijing, China",45
"Macau University of Science and Technology, Macau, SAR, China",3
University of Texas at Arlington,24
"Chalmers University of Technology, Goteborg, Sweden",3
"Wuhan University of Science and Technology, College of Computer Science and Technology, Wuhan, China",1
"Nantong University, School of Electrical Engineering, China",1
Microsoft Research Silicon Valley,29
"Shanghai Jiao Tong University, School of Biomedical Engineering, China",2
"Shanghai Jiao Tong University, Shanghai, China",12
"Northwest University, Xi'an, Department of Mathematics, China",1
"Chinese Academy of Sciences, Institute of Automation, LIAMA-NLPR, Beijing, China",3
"Beijing University of Posts and Telecommunications, China",25
"Nanjing University of Science and Technology, School of Computer Science and Engineering, China",8
"Chinese Academy of Sciences, Shenzhen Institutes of Advanced Technology, Shenzhen, China",14
"Pennsylvania State University, Smeal College of Business, University Park, PA, USA",1
"Sun Yat-sen University, School of Life Sciences, Guangzhou, China",1
Siemens,14
"Wuhan University, State Key Laboratory of Software Engineeering, Hubei, China",4
"Hefei Normal University, School of Mathematics and Statistics, China",5
"University of Leicester, Department of Informatics, UK",6
"National University of Defense Technology, College of Liberal Arts and Sciences, Changsha, China",6
"Indiana University-Purdue University Indianapolis, Department of Electrical and Computer Engineering, IN, USA",1
"Drexel University, Philadelphia, PA, USA",4
Zhejiang University,8
"TU Wien, Vienna, Austria",11
"Victoria University of Wellington, School of Information Management, New Zealand",11
"Chinese University of Hongkong at Shenzhen, China",3
"Qatar Computing Research Institute, HBKU, Qatar",3
"University of Technology Sydney, Centre for Artificial Intelligence, NSW, Australia",5
"CSIRO, Data61, Sydney, Australia",4
"Qihoo 360 Inc., Beijing, China",3
"National University of Singapore, Singapore",16
"University of Technology Sydney, Centre for Artificial Intelligence, Ultimo, NSW, Australia",4
"University of Technology Sydney, Centre for Quantum Computation and Intelligent Systems, NSW, Australia",24
"Academia Sinica, Taipei, Taiwan",4
National Taiwan University,3
"The University of Texas at Austin, Department of Computer Sciences, TX, USA",8
"Deakin University, Melbourne, Australia",3
"Hong Kong Polytechnic University, Department of Electronic and Information Engineering, Kowloon",5
"Amazon Web Services, Palo Alto, CA, USA",1
"Texas A&M University, Department of Electrical and Computer Engineering, College Station, TX, USA",6
"University of California San Diego, Division of Medial Informatics",2
"Swinburne University of Technology, Australia",8
"University of California, San Diego, Department of Biomedical Informatics, CA, USA",3
"China West Normal University, Experiment Center, Nanchong, China",1
"Hong Kong University of Science and Technology, Big Data Institute, Department of Computer Science and Engineering, Hong Kong",7
"San Diego Supercomputer Center (SDSC), CA, USA",2
"Tianjin University, School of Computer Software, Tianjin, China",8
"NICTA, Data 61, CSIRO, Sydney, Australia",4
"Monash University, Clayton, VIC, Australia",4
"Macquarie University, Sydney, NSW, Australia",3
"Swinburne University of Technology, School of Software and Electrical Engineering, Hawthorn, VIC, Australia",10
"Shanghai Jiao Tong University, School of Software, China",5
"Southwest University, School of Computer and Information Science, Chongqing, China",3
"Research In Motion, Canada",1
"Monash University, Faculty of Information Technology, Melbourne, Australia",1
"Southwest University, Education Research Institute, Chongqing, China",1
Concordia University,2
"South Dakota State University, Brookings, Department of Electrical Engineering and Computer Science",18
"Macao Polytechnic Institute, China",15
"CSIRO, Data61, Sydney, NSW, Australia",4
"Commonwealth Scientific and Industrial Research Organization (CSIRO), Data61, Marsfield, Australia",5
"University of Oxford, UK",10
"University of Wollongong, School of Information Systems and Technology, NSW, Australia",3
"CSIRO, Canberra, ACT, Australia",3
"Massey University, School of Engineering & Advanced Technology",1
"Tianjin University, School of Computer Software, China",1
"Middlesex University, Department of Computer Science, London, UK",3
"Fudan University, School of Computer Science, Shanghai Key Laboratory of Intelligent Information Processing, China",3
"University of Helsinki, Secure System Group, Finland",4
"University of Newcastle, School of Electrical Engineering and Computing, Callaghan, Australia",3
"Tsinghua University, School of Public Policy and Management, Beijing, China",5
"Pakistan Institute of Engineering and Applied Sciences, Nilore, Pakistan",1
"Northwestern University, McCormick School of Engineering, Evanston, IL, USA",1
"Middlesex University, Department of Computer Science",2
"Future Network Theory Lab, Huawei Technologies, Hong Kong, China",4
"Guilin University of Electronic Technology, Guilin, China",5
"Peking University, School of Earth and Space Sciences, Beijng, China",11
"National University of Defense Technology, College of Electronic Science and Engineering, Changsha, China",3
"University of North Carolina, Department of Electrical and Computer Engineering, Charlotte, NC, USA",12
"Fudan University, Department of Electronic Engineering, Center for Intelligent Medical Electronics, Shanghai, China",1
"BloomReach Inc, Mountain View, CA, USA",6
"Jiangnan University, School of Digital Media, Wuxi, China",3
"SUNY at Buffalo, Department of Computer Science, NY, USA",1
"Eindhoven University of Technology, Department of Electrical Engineering, The Netherlands",4
"Zhejiang University, School of Aeronautics and Astronautics, Hangzhou, China",4
"Southeast University, National Mobile Communication Research Laboratory, Nanjing, China",11
"University of Massachusetts Boston, Department of Computer Science, MA, USA",11
"Texas A&M University at Corpus Christi, Conrad Blucher Institute of Surveying & Science, TX, USA",4
"NYU Langone Health, Department of Radiation Oncology, NY, USA",11
"East China Normal University, Key Laboratory of Geographic Information Science, Shanghai, China",3
"University of Science and Technology of China, Institute of Biomedical Engineering, Hefei, China",4
"Hewlett Packard Labs, USA",6
"Southeast University, School of Electrical Engineering, Nanjing, China",7
"Stanford University, Vision and Learning Lab, CA, USA",1
"Riken Brain Science Institute, Wako, Japan",2
"University of Delaware, Newark, Department of Electrical and Computer Engineering",1
"Department of Psychiatry, University of Chicago at Illinois, Chicago, IL, USA",1
"Texas Instruments, Embedded Processing Systems Lab, Dallas, TX, USA",1
"Rensselaer Polytechnic Institute, Troy, NY, USA",13
"Inception Institute of Artificial Intelligence, Abu Dhabi, United Arab Emirates",1
"University of Duisburg-Essen, Germany",7
"University of Pittsburgh, Department of Biostatistics, PA, USA",1
"University of Manchester, School of Electrical and Electronic Engineering, UK",2
"National University of Defense Technology, National Laboratory of Parallel and Distributed Processing, Changsha, China",1
"University of Nebraska-Lincoln, USA",5
"Northwestern Polytechnical University, School of Electronics and Information, Xi'an, China",4
"Jiangnan University, Jiangsu Provincial Engineering Laboratory of Pattern Recognition and Computational Intelligence, Wuxi, China",2
"Princeton University, USA",10
"Chinese Academy of Sciences, Institute of Computing Technology, Key Laboratory of Intelligent Information Processing, Beijing, China",4
"Beijing University of Posts and Telecommunications, School of Information and Communication Engineering, China",10
"Stony Brook University, USA",14
"King Abdullah University of Science and Technology, Computer, Electrical and Mathematical Sciences and Engineering Division, Thuwal, Saudi Arabia",5
"University of Lincoln, UK",2
"Martin Luther University of Halle-Wittenberg, Institute of Computer Science",1
"State University of New York at Stony Brook, Department of Computer Science",1
"Dongguan University of Technology, College of Science and Technology, China",8
"Beihang University, School of Automation and Electronic Engineering",1
"National University of Denfese Technology, College of Computer, Hunan, China",2
"Jiangsu University, School of Mechanical Engineering, Zhenjian, China",2
"University of Minnesota, Department of Biomedical Engineering / Institute for Engineering in Medicine, Minneapolis, MN, USA",1
"University of Science and Technology Beijing, School of Automation and Electrical Engineering, China",11
Max Planck Institute for Informatics,4
"National Taiwan Normal University, Department of Technology Application and Human Resource Development, Taipei, Taiwan",1
"Princeton University, NJ, USA",13
"Virginia Tech, Blacksburg, VA, USA",13
"University of Electronic Science and Technology of China, School of Life Science and Technology / Center for Information in BioMedicine, Chengdu, China",1
"Zhejiang University, State Key Laboratory of CAD&CG, Hangzhou, China",5
"Southwestern Institute of Physics, Science and Technology on Security Communication Laboratory, Chengdu, China",1
"Peking University, Intelligent Control Laboratory, Beijing, China",2
"Georgia Institute of Technology, School of Electrical and Computer Engineering, Atlanta, GA, USA",3
"CSIRO Livestoch Industries, Queensland, Australia",1
"Beijing University of Posts and Telecommunications, Beijing, China",8
"Tsinghua University, Graduate School at Shenzhen, Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems, China",7
"University of California, Riverside, Department of Computer Science and Engineering, CA, USA",10
"Eastman Kodak Company, Rochester, NY, USA",11
"East China University of Science and Technology, Key Lab. of Advanced Control and Optimization for Chemical Processes, Shanghai, China",4
AT&T Labs,2
"Naval Postgraduate School, Department of Applied Mathematics, Monterey, CA, USA",1
" Pakistan Institute of Engineering and Applied Sciences, Islamabad, Pakistan",1
"Raytheon BBN Technologies, Cambridge, MA, USA",1
"FutureWei Technologies, Santa Clara, CA, USA",5
University of Birmingham,5
"Hefei University of Technology, Department of Biomedical Engineering, China",3
"University of California, Irvine, CA, USA",37
"Max Planck Institute for Software Systems, Kaiserslautern / Saarbrücken, Germany",12
"Tongji University, College of Electronics and Information Engineering, Shanghai, China",3
"Stanford University, Department of Computer Science, CA, USA",3
"University of North Carolina at Chapel Hill, Department of Radiology and BRIC, NC, USA",9
"Nankai University, College of Tourism and Service Management, Tianjin, China",17
"University of Tennessee, Knoxville, USA",6
"Intelligent Automation, Inc. (IAI), Rockville, MD, USA",2
"University of Science and Technology of China, Hefei, China",27
"Tsinghua University, Institute for Interdisciplinary Information Sciences (IIIS), Beijing, China",2
"University of Southern California, Department of Electrical Engineering, Los Angeles, CA, USA",10
"Guilin University of Electronic Technology, School of Electromechanical Engineering, China",1
"IMEC, Heverlee, Belgium",14
"University of Waterloo, ON, Canada",20
"Chinese Academy of Sciences, Key Laboratory of Quantum Information, Hefei, China",1
"Harbin Engineering University, College of Automation, China",20
"Peking University, Department of Computer Science, Beijing, China",1
"University of Cambridge, Department of Engineering, UK",1
"Shanghai Maritime University, School of Logistical Engineering, China",2
"CNRS, CentraleSupelec, Université Paris-Sud, France",6
"Beijing University of Posts and Telecommunications, MOE, Key Laboratory of Universal Wireless Communications, China",3
"Massachusetts General Hospital, Boston, MA, USA",27
"University of Maryland, Mechanical Engineering Department, Reliability Engineering Center, College Park, MD, USA",1
"SIMTech, Singapore",4
"Southeast University, School of Instrument Science and Engineering, Nanjing, China",6
"University of Electro-Communications, Tokyo, Japan",24
"Chongqing University of Post and Telecommunications, China",9
"Dongguan University of Technology, College of Computer Science and Technology, China",1
"Harvard University, School of Public Health",1
"Osaka Prefucture University, Department of Electrical and Information Systems, Japan",6
"Chinese Academy of Sciences, Academy of Mathematics and System Sciences, Beijing, China",2
"Dongguan University of Technology, School of Electrical Engineering, Guangdong, China",4
"University of California, Los Angeles, Department of Electrical Engineering, CA, USA",8
"Nanjing University of Aeronautics and Astronautics, College of Economics and Management, China",7
"Soochow University, School of Computer Science and Technology, Suzhou, China",9
"Xidian University, Key Laboratory of Intelligent Perception and Image Understanding, Xi'an, China",17
"Sun Yat-sen University, Guangzhou, School of Data and Computer Science, China",3
"Jiangnan University, Institute of Automation, Key Laboratory of Advanced Process Control for Light Industry, Wuxi, China",6
"Chinese Academy of Sciences, State Key Laboratory of Information Security, Institute of Software, Beijing, China",12
"Peking University, Shenzhen Graduate School, Key Laboratory of Machine Perception, Engineering Lab on Intelligent Perception for Internet of Things, Beijing, China",4
"Stony Brook University, NY, USA",15
"Tsinghua University, Beijing National Research Center for Information Science and Technology, Beijing, China",13
University of North Texas,4
"China University of Mining and Technology, School of Computer Science, Xuzhou, China",2
"University of Oulu, Center for Machine Vision and Signal Analysis, Oulu, Finland",1
"Mälardalen University, Västerås, Sweden",3
"Nanjing University of Information Science & Technology (NUIST), School of Information and Control",5
"University of Sheffield, Department of Electronic and Electrical Engineering, UK",26
"University College London, Department of Electronic and Electrical Engineering, UK",12
"Fujian Agriculture and Forestry University, College of Computer and Information Sciences, Fuzhou, China",2
"Nankai University, College of Information Technical Science, Tianjin, China",4
"Beijing University of Posts and Telecommunications, School of Information and Communication, China",12
"KU Leuven, ESAT-PSI, Leuven, Belgium",1
"Zhejiang Normal University, Department of Computer Science and Engineering, Jinhua, China",3
"Chinese Academy of Sciences, Technology and Engineering Center for Space Utilization, Beijing, China",3
"Tsinghua University, Institute for Artificial Intelligence, Beijing National Research Center for Information Science and Technology",5
"Rutgers University, New Brunswick, USA",1
"Chinese Academy of Sciences, Chongqing Institute of Green and Intelligent Technology, China",3
"Beijing Institute of Technology, Department of Computer Science, China",6
"Tsinghua University, Department of Industrial Engineering, Beijing, China",7
"University of California, Berkeley, Department of Statistics",2
"University of Maryland at College Park, MD, USA",5
The Chinese University of Hog Kong,4
"Rose-Hulman Institute of Technology, Terre Haute, IN, USA",1
"AI2, Allen Institute for Artificial Intelligence, Seattle, USA",1
"Hiroshima University, Department of Information Engineering",1
"Beijing InformationScience and Technology University, Computer School, China",1
"POSTECH, Pohang, South Korea",2
"University of Texas, Department of Genetics, Houston, TX, USA",5
"Beijing University of Posts and Telecommunications, MoE Key Laboratory of Universal Wireless Communication, China",5
"University of North Texas, Denton, TX, USA",9
"University of Craiova, Romania",2
"Beihang University, School of Reliability and Systems Engineering, Beijing, China",5
"Kunming University of Science and Technology, Kunming, China",1
"Carnegie Mellon University, Pittsburgh, Robotics Institute",2
Stanford University,3
"University of Michigan, USA",4
"Royal Institute of Stockholm KTH, Sweden",1
"Hohai University, College of Computer and Information, Nanjing, China",7
"Chinese University of Hong Kong, Department of Medicine and Therapeutics",2
"East China University of Science and Technology, Ministry of Education, Shanghai, China",1
"China University of Petroleum, College of Computer and Communication Engineering, Qingdao, China",4
The Chinese University of Hong Kong,6
"China University of Mining and Technology, College of Geoscience and Surveying Engineering, Beijing, China",4
Megvii Technology,6
"Jiangnan University, School of Information Technology, Wuxi, China",2
"George Mason University, Department of Information Sciences and Technology, Fairfax, VA, USA",1
"Robot Research Institute, Harbin Institute of Technology, Harbin, China",4
"University of Edinburgh, School of Informatics",1
"Memorial University of Newfoundland, Department of Computer Science, St. John's, Canada",6
"South China Normal University, School of Computer Science, Guangzhou, China",9
"Xi'an Jiaotong University, Department of Automation Science and Technology, China",5
"Pennsylvania State University, Department of Electrical Engineering, State College, PA, USA",7
"Peking University, Beijing, School of Electronics Engineering and Computer Science, National Engineering Laboratory for Video Technology, China",6
"City University of Hong Kong, Kowloon Tong, Kowloon, Hong Kong",2
"Zhejiang University, College of Computer Science, Zhejiang Provincial Key Laboratory of Service Robot, Hangzhou, China",5
"Huazhong University of Science and Technology, Wuhan National Laboratory for Optoelectronics, Key Laboratory of Information Storage System, Hubei, China",12
"FZI Forschungszentrum Informatik, Karlsruhe, Germany",2
"Wuhan University of Technology, School of Information Engineering, China",1
"University of Central Florida, Department of Electrical Engineering and Computer Science, Orlando, FL, USA",32
"University of Electronic Science and Technology of China, National Key Laboratory of Science and Technology, Chengdu, China",2
"University of Wollongong, NSW, Australia",19
"Huazhong University of Science & Technology, School of Management, Wuhan, China",11
"Chinese Academy of Sciences, Center for Earth Observation and Digital Earth, China",5
"Peking University, Center for Systems and Control, Beijing, China",4
"Shandong Jianzhu University, School of Information and Electrical Engineering, China",3
"York University, Department of Electrical Engineering and Computer Science, Toronto, Canada",10
"Tsinghua University, Research Institute of Information Technology, Beijing, China",14
"University of Pittsburgh, Department of Pediatrics, PA, USA",1
"Huazhong University of Science and Technology, Institute for Pattern Recognition and Artificial Intelligence, Wuhan, China",3
Shanghai Jiao Tong University,21
Qiqihar Medical University,2
"Bradley University, Peoria, IL, USA",5
"Hong Kong University of Science and Technology, China",17
"Bangor University, Gwynedd, UK",1
"Chinese Academy of Sciences, Institute of Geographic Sciences and Natural Resources Research, Beijing, China",3
"Shanghai Jiao Tong University, Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, China",12
"Institute for Infocomm Research (I²R), A*Star, Singapore",2
"University of Southern California, Information Science Institute, Marina del Rey, CA, USA",9
"Chalmers University of Technology, Gothenburg, Sweden",3
"Department of Aerospace Engineering, Ryerson University, Toronto, Canada",1
"Huazhong University of Science and Technology, Wuhan, Hubei, China",1
"Singapore-MIT Alliance for Research and Technology, Singapore",1
"The University of Texas at Austin, School of Nursing",1
"Harbin Institute of Technology, State Key Laboratory of Robotics and Systems, China",2
"Linkedin, USA",5
"Chinese Academy of Sciences, Institute of Computing Technology, Data Storage and Management Technology Research Center, Beijing, China",2
"GE Global Research, Machine Learning Laboratory, Niskayuna, NY, USA",9
"University of Nebraska-Lincoln, Statistics and Economics, NE, USA",1
"Hong Kong University of Science and Technology, Department of Biochemistry, Hong Kong",5
"Intel, Portland, OR, USA",3
"Peking University, Center for Data Science, Beijing, China",8
"Institute for Infocomm Research, Singapore",6
"Jilin University, College of Earth Sciences, Changchun, China",6
"Northwestern Polytechnical University, School of Automation, MOE, Key laboratory of Information Fusion Technology, Xi'an, China",12
Georgetown University,9
"Rutgers University, Computer Science Department, Piscataway, NJ, USA",7
"University of Rhode Island, Kingston, RI, USA",8
"Nanjing Institute of Technology, Industrial Center, Jiangsu, China",1
"Peoples' Friendship University of Russia, Moscow, Russia",3
"Fudan University, State Key Lab of ASIC and System, Shanghai, China",4
"Kunming University of Science and Technology, China",3
"Tsinghua University, Graduate School at Shenzhen, Division of Informatics, Intelligent Computing Laboratory, China",3
"University of North Texas, Department of Science and Engineering, Denton, TX, USA",2
"Nanjing University of Information Science and Technology, School of Marine Sciences, China",3
"CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics",2
"Peking University, Key Laboratory of Machine Perception, Beijing, China",18
"Queen's University, Kingston, ON, Canada",9
"Delft University of Technology, Delft, The Netherlands",2
"Tianjin Normal University, College of Urban and Environmental Sciences, China",2
"Beijing University of Posts and Telecommunications, State Key Laboratory of Networking and Switch Technology, China",4
"University of California, Los Angeles, CA, USA",5
"Beijing University of Posts and Telecommunications, Key Lab of Universal Wireless Communications, China",6
"Capital University of Economics and Business, School of Information, Beijing, China",1
"University of Illinois at Urbana-Champaign, Advanced Digital Sciences Center, Singapore",4
"Virginia Tech, Department of Computer Science, Blacksburg, VA, USA",7
"Beijing Normal University, School of Geography and Remote Sensing Science, Beijing, China",2
"University of Missouri, Columbia, MO, USA",1
"Tongji University, School of Economics and Management, Shanghai, China",2
"Fudan University, School of Computer Science, Shanghai Key Laboratory of Data Science, China",17
"Mississippi State University, Computer Science and Engineering",1
"Xidian University, State Key Laboratory of Integrated Services Networks, Xi'an, China",4
"University of Oxford, Department of Engineering Science, Wolfson Medical Vision Lab, UK",3
"Nankai District, Business School, Tianjin, China",1
"Precision and Intelligence Laboratory, Tokyo Institute of Technology",2
"University of Science and Technology of China, Department of Electronic Science and Technology, Hefei, China",7
"Hebei University of Technology, Tianjin, China",1
"Chongqing University, College of Communication Engineering, China",9
"Fudan University, Shanghai, China",18
"Peking University, Department of Information Science, LMAM, Beijing, China",4
University of Michigan-Dearborn,1
"National University of Singapore, School of Computing, Singapore",6
"Jiangnan University, Wuxi, Jiangsu, China",1
"Nanchang Institute of Technology, School of Information Engineering, China",3
"Pennsylvania State University, Department of Computer Science and Engineering, University Park, PA, USA",15
"Argon Networks, Inc., Littleton, MA, USA",1
"Harbin Institute of Technology, Center for Control Theory and Guidance Technology, China",6
"Liverpool John Moores University, UK",9
"Polk State College, Department of Mathematics, Winter Haven, FL, USA",8
"ESCP Europe, Information & Operations Management, Paris, France",19
"Wake Forest School of Medicine, Department of Radiology, Winston-Salem, USA",2
"University of Colorado, Department of Computer Science, Colorado Springs, CO, USA",1
" University of Toulouse, LAAS",9
"Harbin Institute of Technology, Department of Information Engineering, China",3
"University of California at Los Angeles, Computer Science Department",2
"Old Dominion University, Norfolk VA, USA",1
"University of Groningen, Research Institute of Engineering and Technology, The Netherlands",5
"University of Texas Health Science Center at Houston, Houston, TX, USA",1
"IT University of Copenhagen, Denmark",1
"University of Science and Technology of China, Hefei",5
"Baylor College of Medicine, Houston, TX, USA",1
"University of Maryland, College Park, MD, USA",21
"Nanjing University of Aeronautics and Astronautics, School of Civil Aviation, China",1
"Fudan University, Department of Microelectronics, ASIC and System State Key Laboratory, Shanghai, China",2
"Texas A&M University, Department of Industrial and Systems Engineering, College Station, TX, USA",1
"University of Pennsylvania: Philadelphia, USA",1
"NingBo ShuFang Information Tecknology Co., Ltd., Hong Kong, SAR, China",1
"University of Science and Technology Beijing, Department of Computer and Communication Engineering, Beijing, China",6
"Virginia Tech, Department of Statistics, Blacksburg, VA, USA",1
Facebook,13
"Indiana University-Purdue University, Department of Computer and Information Science, IN, USA",2
"University of Electronic Science and Technology of China, School of Resources and Environment / Big Data Research Center, Chengdu, China",1
"University of Pennsylvania, Perelman School of Medicine, Departmant of Biostatistics, Epidemiology and Informatics, Philadelphia, PA, USA",2
"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",26
Technical University of Denmark,2
"Jilin University, College of Communication Engineering, Changchun, China",2
"Chinese Academy of Sciences, Institute of Software, Beijing, China",9
"Zhejiang University, State Key Lab of CAD&CG, China",22
"PayPal Inc., San Jose, CA, USA",15
"University of California at Berkeley, International Computer Science Institute, CA, USA",1
"Politecnico di Milano, Department of Mechanical Engineering, Milan, Italy",2
"Concordia University, Department of Mechanical, Industrial and Aerospace Engineering, Montreal, QC, Canada",1
"Hebei University of Science and Technology, School of Economics and Management, Shijiazhuang, China",1
"Wuhan University, Computer School, China",3
"Pennsylvania State University, College of Information Sciences and Technology, University Park, PA, USA",18
"Beijing Institute of Technology, School of Computer Science and Technology, China",19
"Beijing Institute of Technology, National Key Laboratory of Vehicular Transmission, China",8
"Zhongnan University of Economics and Law, School of Information and Safety Engineering, Wuhan, China",2
"Harbin Institute of Technology, School of Astronautics, China",1
"Harbin Institute of Technology, Department of Mathematics, China",1
"University of Vaasa, Department of Production, Finland",1
"Cardiff University, Institute of Mechanical and Manufacturing Engineering, UK",3
"University of Illinois at Urbana-Champaign, Department of Electrical and Computer Engineering",8
"Kyoto University, Japan",7
"University of Geneva, Switzerland",5
"JD AI Research, Beijing, China",17
"University of Pennsylvania, Computational Genetics Laboratory, Philadelphia, PA, USA",2
"Fujian Normal University, Fuzhou, China",1
"Aarhus University, Denmark",4
"Birkbeck, University of London, UK",11
"University of Bremen, Faculty of Mathematics, Computer Science",2
"Texas A&M University, Department of Ecosystem Science and Management, TX, USA",1
"Southeast University, Research Center of Learning Science / Department of Radio Engineering, Nanjing, China",3
"Donghua University, School of Computer Science and Technology, Shanghai, China",2
"China University of Geosciences, Wuhan, China",7
"Fudan University, Shanghai Key Lab of Intelligent Information Processing, China",1
"Chongqing University of Posts and Telecommunications, China",6
"Shanghai Jiao Tong University, State Key Laboratory of Mechanical Systems and Vibration, Shanghai, China",1
"Beihang University, School of Economics and Management, Beijing, China",3
"Xiamen University of Technology, Department of Mechanical and Electrical Engineering, China",1
"Logistical Engineering University, Chongqing, China",2
"University of California at Irvine, Center for Pervasive Communications and Computing, USA",4
"Trinity College Dublin, Department of Computer Science",1
"PLA University of Science and Technology, College of Communications Engineering, Nanjing, China",11
"Fujian Normal University, School of Mathematics and Computer Science, Fuzhou, China",15
"Zhejiang University, College of Control Science and Engineering, Hangzhou, China",6
"University of Texas Health Science Center at Houston, School of Biomedical Informatics, TX, USA",12
"University of Miami, Department of Electrical and Computer Engineering, FL, USA",10
"Shanghai Jiao Tong University, School of Mechanical Engineering, China",4
SenseTime Group Limited,7
"Yale University, New Haven, CT, USA",17
"National University of Defense Technology, Changsha, China",11
"University of Washington, Department of Electrical Engineering, Seattle, WA",1
"Rutgers University, NJ, USA",5
"Xiamen University, Key Laboratory of Underwater Acoustic Communication and Marine Information Technology, China",3
"University of Kentucky, Institute of Biomedical Informatics, Lexington, KY, USA",4
"University of Otago, New Zealand",3
"Nanjing University, Software Institute, State Key Laboratory of Novel Software Technology, China",6
Dalian University of Technology,4
"Central South University, School of Business, Changsha, China",10
"Shaanxi Normal University, School of Computer Science, China",1
"Zhejiang University of Finance and Economics, Hangzhou, China",1
"Purdue University, West Lafayette, College of Engineering",1
"University of Texas Health Science Center at Houston, USA",1
"Alibaba Group, China",2
"Nanjing Forestry University, School of Automotive and Traffic Engineering, China",1
"Beth Israel Deaconess Medical Center, Department of Radiology, Boston, MA, USA",8
"Dalian University of Technology, China",6
"Machine Intelligence Research Labs, MIR, Auburn, USA",6
"Technical University Munich, Germany",12
"Iowa State University, Ames, Iowa, USA",8
"Lund University, Department of Electrical and Information Technology, Sweden",12
"IBM T.J. Watson Research Center, Yorktown Heights, USA",1
"Nottingham Trent University, United Kingdom",1
"University of Hamburg, Germany",4
"Union University, Jackson, Tennessee, USA",3
"Zayed University, Dubai, UAE",1
"Texas State University,San Marcos, Texas, USA",2
"University of Wisconsin-Madison, USA",2
