node,degree centrality
Haodi Li,1
Juan-Hui Li,4
Pei-Zhen Li,4
Yun Liang 0003,3
Kun-Yu Lin,4
Shiwen Liu,1
Ranga B. Myneni,2
Ramakrishna R. Nemani,4
Yaozhang Pan,1
Stanislav Panev,1
Zhenzhou Peng,1
Xiaorong Pu,1
Miina Rautiainen,1
Arindam Samanta,1
Mitchell Schull,1
Nikolay V. Shabanov,1
Bin Tan,1
Lun Tang,1
Fernando De la Torre,1
Fei Wang 0037,1
Jinjun Wang,3
Xiang Wang,9
Xiaolong Wang 0001,2
Zhaoqiang Xia,1
Cheng Xiang 0001,1
Wenze Yang,1
Yi Yang 0013,1
Shinjae Yoo,2
Dantong Yu,2
Dingwen Zhang,2
Guang-Yu Zhang,2
Haihong Zhang,1
Jimuyang Zhang,1
Ju Zhang,2
Wei-Shi Zheng,4
Sanping Zhou,2
Yuren Zhou,7
Borui Cai,1
Jinli Cao,1
Zhiming Ding,2
Xu Gao,1
Limin Guo 0002,1
Guang-Li Huang,1
Zhangwei Jiang,1
Xiaowei Li 0001,4
Xiaohui Liu 0001,2
Najmeh Samadiani,1
Michael Steyn,1
Kersi Taraporewalla,1
Hua Wang 0002,5
Yang Xiang,3
Yong Xiang 0001,4
Shuiqiao Yang,1
Yue You,1
Roozbeh Zarei,2
Hui Zheng,4
Xun Zhou,3
Ilya Baldin,1
Sonia Bendhia,1
Alexandre Boyer,1
Hester Bruikman,1
Bei Chen,3
Jian Chen,2
Po Chen,1
Zhigang Chen 0002,1
Jianxin Cheng,1
Yong Cheng,2
Weiwei Cui,3
Shijie Dai,1
Haojiang Deng,1
John M. Dennis,1
Erbao Dong,2
Annemiek van Drunen,1
Zhuo Duan,1
Dongrui Fan,3
Jianxi Fan,1
Lei Fang,3
Gang Feng 0001,1
Zhi Fu,2
Fengmin Gong,1
Kai Han,3
Shaou Han,1
Xiaodong Han,1
Daniel W. C. Ho,1
Shigeru Hosono,1
Xiaopeng Ji,1
Nathan Kupp,1
En-Jui Lee,1
Dewei Li,4
Weiguo Li,1
Xiangke Liao,6
Bin Lin 0011,1
Fen Lin,2
Wei Lin 0004,2
Chunshan Liu,1
Guoping Long,3
Jian-Guan Lou,1
Yichuan Lu,1
Jiewen Luo,1
Jun Luo 0001,3
He Ma,1
Yiorgos Makris,1
Edith C. H. Ngai,2
Jing Ni,1
Martin P. Paulus,1
Wei Qian,2
Xuehai Qian,1
Lirong Qiu,1
Fenglong Song,2
Kiruba S. Subramani,1
Vanessa Vakili,1
Lei Wang 0061,1
Liqiang Wang,3
Rujing Wang,1
Yuhang Wang,1
Yun Wang 0012,1
Zhiquan Wang,1
Yixiang Wu,1
Yugeng Xi,3
Chong Xu,1
Min Xu 0006,2
Cunjian Yang,1
Jie Yang 0004,3
Minggang Yang,1
Xiaochun Ye,1
Angela J. Yu,1
Chaowei Yuan,1
Nan Yuan,2
Guomei Zhang,1
Haidong Zhang,1
Hao Zhang 0009,2
Junchao Zhang,2
Xian-Da Zhang,1
Xiaoyu Zhang,3
Jieming Zhou,1
Lin Zhou,3
Sanming Zhou,1
Yongbin Zhou,2
Hongxing Zou,1
Jialai Zhang,3
Ching-Hsuan Chen,2
Yen-Cheng Chen,1
Yicheng Chen,3
Yu-Tai Ching,2
Shih-Chuan Chiu,1
William C. Chu,2
Tzu-Han Hsu,2
Chen-Che Huang,2
Jen-He Huang,1
Hongtaek Ju,1
Nyan Ping Ju,2
Hua-Fu Li,1
Jui-Nan Lin,1
Yuan-Hsiang Lin,2
Pin-Chuan Liu,1
Yi-Shu Lu,1
Wen-Yuah Shih,1
Wen-Yueh Shih,3
Wei-Chi Ting,1
Chin-Liang Tsai,1
Yu-Chee Tseng,4
Chih-Chuan Wang,2
Feng-Jian Wang,1
Jun-Zhe Wang,1
Yu-Shuen Wang,2
Guan-Zhong Wu,1
Ji-Tzay Yang,1
Lo-Yao Yeh,1
Chih-Wei Yi,3
Kiyohito Yoshihara,1
Hsin-Han You,1
Sadia Afroz,1
Rekha Bachwani,1
Cong Bai,1
Peter L. Bartlett,3
Jia-nan Chen,1
Lu Chen,2
Nankuei Chen,1
Shengyong Chen,1
Zhigang Chen 0001,3
Byung-Gon Chun,2
Keren Dai,1
Yitao Duan,1
Riyaz Faizullabhoy,1
Guangyou Fang,1
Armando Fox,1
Mario Frank,1
Chengzhou Fu,2
Minos N. Garofalakis,3
Neil Zhenqiang Gong,1
Hengcong Guo,1
Lin Guo,4
Jiani Hu,1
Anthony D. Joseph,1
Alex Kantchelian,1
Mikhail Kazdagli,1
Cynthia Kuo,1
Branislav Kveton,1
Donghyun Kwon,1
Yongin Kwon,1
Shing-hon Lau,1
Sangmin Lee,1
Steven J. Lee,1
Jing Li 0005,1
Qingyu Li,2
Cheng-Chew Lim,1
Fengshan Liu,1
Jiaqi Liu,3
Tianming Liu,3
Zhihan Lv,1
Lester W. Mackey,1
Petros Maniatis,2
Cui Mao,1
Brad Miller,1
Prateek Mittal,3
Mayur Naik,2
Blaine Nelson,1
XuanLong Nguyen,1
Yunheung Paek,2
Changyong Pan,1
David A. Patterson,2
Vijay Janapa Reddi,1
Vyas Sekar,1
Vaishaal Shankar,1
Elaine Shi,1
Richard Shin,1
Dawn Song,5
Jian Song,2
Emil Stefanov,1
Jeremy Stribling,1
Nina Taft,1
Ameet Talwalkar,1
Songguang Tang,1
XiuXia Tian,1
Daniel Ting,1
Mohit Tiwari,1
Anthony Tran,1
Michael Carl Tschantz,1
J. D. Tygar,1
Michal Valko,1
Haiwei Wang,1
Kai Wang,7
Quan Wang 0006,2
Stephen T. C. Wong,1
Jianping Wu,3
Tony Wu,1
Wenbo Xie 0001,1
Xuhuan Xie,1
Lei Xu,3
Wei Xu 0012,1
Wenchang Xu,1
Donghui Yan,1
Pengfei Yang,2
Seungjun Yang,1
Danya Yao,1
Hayoon Yi,1
George Yiu,1
Feng You,1
Geoffrey S. Young,1
Peilin Yu,1
Zhaofa Zeng,1
Hongping Zhang,1
Ronghui Zhang,1
Yu Zhang 0050,1
Shun Zheng,1
Jinhong Zhong,1
Da Fan,1
Yao Xu,4
Fei Yang,3
Sihai Zhang,3
Wuyang Zhou,3
Stéphane Bressan,4
Zihao Cao,2
Derek G. Chetwynd,1
Sen Du,2
Yuzhuo Fu,3
Clément Gosselin,1
Yajun Ha,2
Junjie Hou,4
S. Jack Hu,1
Meng Li,5
Mengjun Li,6
Xinyang Li,3
Zhanxian Li,1
Haitao Liu,4
Jiangping Mei,1
Zhiqiang Que,2
Wenyao Sha,2
Shijin Song,2
Zhanrui Sun,2
Jinsong Wang,2
Xu Wang 0010,2
David J. Whitehouse,1
Yafei Wu,3
Peng Xiong,2
Zhiyong Yang,1
Xiaojing Yin,2
Qiannan Zhang,2
Xingyu Zhao,1
Xueman Zhao,1
Yongjie Zhao,1
Zhe Zheng,2
Yan Zhu 0014,3
Fareed Aboul-Ela,1
Malcolm Allen-Ware,1
Ivan Andonovic,1
Chunhong Bai,1
Pavel B. Bochev,2
Antony Brown,1
David Brown 0006,2
Richard Brownrigg,2
Chunhong Cao,1
Wenjing Cao,1
John B. Carter,1
Chuanbo Chen,1
Deqin Chen,1
Pengyun Chen,1
Wenzhi Chen,1
Zhenyu Dai,1
Youjin Deng,1
Owen Densmore,1
Weitao Du,1
Wenqing Fan,1
Yajun Fan,1
Diana Franklin,2
Guoqing Gao,1
Xieping Gao,1
Heriberto Garcia,1
Zhenzhou Ge,1
Olav Rune Godø,1
Yili Gong,1
Yajuan Guo,1
Mary Haley,2
Pengpeng Han,1
Jun He 0004,2
Kai Hu,1
Yanxia Hu,1
Jingjin Huang,1
Jinliang Huang,1
Tianqiang Huang,1
Xiangao Huang,1
Xiaowei Huang 0001,1
Robert L. Jacob,2
Shantenu Jha,1
Zuwen Ji,1
Bin Jia,1
Jie Jiang,2
San Jiang,1
Wanshou Jiang,1
Zhong Jin,2
Zhongliang Jing,1
Arthur M. Keller,1
Joohyun Kim,1
Radovan Kovacevic,1
Jayesh Krishna,2
Vidyadhar G. Kulkarni,1
Vinh Vi Lam,1
Jay Walter Larson,2
Robert Latham,2
Jingwei Li,1
Kangshun Li,1
Yuefeng Li,4
Zimao Li,1
Lingpeng Lin,1
Hongyi Liu,2
Yihui Liu,1
James M. Loman,1
Yanjun Lu,1
ZeJun Lü,1
Mingyuan Luo,2
Xiangyang Luo,2
Sharath Maddineni,1
Bo Meng,2
Lingkui Meng,1
Liming Miao,1
Sheri A. Mickelson,2
Don Middleton,2
Fahad Mira,1
Janelle A. Molloy,1
Xiangming Mu,1
Cristobal A. Navarro,1
Hong Pang,1
Pratap Pattnaik,1
Kara Peterson,2
Karthick Rajamani,1
Purnima Ratilal,1
Indrakshi Ray,1
Behfar Razavi,1
Robert B. Ross,2
Juan C. Rubio,1
Mudar Sarem,2
Karen Schuchardt,2
James Sharp,1
Dennis G. Shea,2
Kai Sun,2
Youcheng Sun,1
Zhenguo Sun,1
Jayashankar M. Swaminathan,1
Chris M. J. Tampère,1
Hong Tang 0002,1
Xiaohui Tao,4
Timothy J. Tautges,2
Mark A. Taylor,2
Josep Torrellas,1
Mariana Vertenstein,2
Francesco Viti,1
Minghua Wan,1
Dejun Wang,1
Delin Wang,1
Jianying Wang,2
Jinwei Wang,1
Xiaohui Wang,3
Zhaocai Wang,1
Zhen Guo Wang,1
Zhi Wang,2
Mike Wilde,2
Min Wu,1
Qiwu Wu,1
Tunhua Wu,1
Zhiliang Wu,1
Jingxin Xia,1
Fen Xiao,1
Liang Xiao 0001,1
Jingrong Xie,2
Bo Xu 0003,1
Haitao Xu,1
Tao Xu,3
Xiabing Xu,2
Guowei Yang,3
Li Yang,6
Xi Yang,5
Yixian Yang,3
Seung-Moon Yoo,1
Sukjin You,1
Huimin Yu,1
Dongying Zhang,1
Hongyun Zhang,1
Lieping Zhang,1
Long Zhang 0003,1
Rongting Zhang,1
Xingnan Zhang,1
Xueli Zhang,1
Zhiyu Zhang,1
Xi Zhao,3
Xianfeng Zhao,2
Gengzhong Zheng,1
Weiwei Zheng,1
Yibin Zheng,1
Yunping Zheng,1
Guoqing Zhou 0001,1
Xiang Zhou,2
Mingzhu Zhu,1
Yinghui Zhu,1
Jie Zhuang,3
Fan Zhuo,1
Aoxue Li,1
Tiange Luo,1
Liwei Wang 0001,2
Tao Xiang,2
Chang Xu,1
Jinghui Chu,1
Senxue Jing,1
Xinyu Lei,1
Kaiyong Li,1
Mingzhuo Liu,1
Yu Liu 0004,1
Weizhi Nie,3
Hongguang Pan,1
Jialin Qiao,2
Haohua Qin,1
Huijie Wang,1
Hongyu Xian,1
Li Xiao,1
Jingwen Xu,1
Ziyang Yan,1
Lin Yang,7
Mengkai Yang,1
Ning Chen 0002,1
Ting Chen,6
Yun-Nung Chen,1
Ziyan Chen,1
Fei Chiang,1
Wenqiang Dong,1
Chaoqun Fei,1
Kun Fu,4
Xingyu Fu,1
Junying Gan,1
Renjing Gao,1
Zhi Guo,2
Jun Han,1
Shengluan Hou,1
Junchu Huang,1
Tinglei Huang 0001,3
Liquan Jiang,2
Liang Jin,2
Xiaolei Kang,1
Sheng-yi Kong,1
Kuldeep Kumar,1
Hung-yi Lee,1
Lin-Shan Lee,1
Meng-Chieh Lee,2
Na Li,4
Chen Liu,2
Shutian Liu,1
Taoran Lu,1
Tiejian Luo,2
Guangxian Lv,1
Jie Meng,2
Eric Mercer,1
Xiang Qi,1
Juhong Shi,1
Yunchao Song,1
Fulai Wang,1
Honglun Wang,1
Wenjie Wang,2
Xiaomei Wei,1
Dapeng Oliver Wu,5
Jianfa Wu,1
Dong Xiang,4
Yuanlong Xie,2
Bingyuan Xu,1
Guangluan Xu,3
Guangquan Xu,4
Ying Xu,3
Yuqing Yang,1
Ching-feng Yeh,1
Zheng Yuan,2
Jun-Ying Zeng,1
Yikui Zhai,2
Songmao Zhang,1
Xiaolong Zhang,2
Jian Zhao,3
Zhiheng Zhou,2
Beth Bennett,1
Norman D. Black,1
Ee-Chien Chang,2
Xi Chen 0002,1
Hung Dang,1
Xuedong Gao,1
Weikuan Gu,1
Roy Harper,1
Brian L. Hassler,1
Yan Jiao,1
Xiaogang Jin 0001,1
Yong-Soo Kim,1
Qun Li,3
Wei Li 0086,1
Yingqi Li,1
Xiaoyun Liu,1
Lu Lu 0004,1
Andrew J. Mason,1
Paul J. McCullagh,1
Bryan Mercer,1
Hong Peng 0001,1
Marcus Schwäbisch,1
Xiaochuan Sun,1
Jun Wang 0013,1
Lishi Wang,1
Miao Wang 0005,1
Qing Wang,9
Wentao Wang 0006,1
Ming Wei,2
Robert W. Williams,1
R. Mark Worden,1
Wei Xue,1
Chunqiu Zeng,2
Qiaoping Zhang,1
Qifeng Zhou,1
Wubai Zhou,1
Jinho Hwang,2
Ning Jing,1
Matthew C. Jones,1
Elke A. Rundensteiner,4
Maja Vukovic,1
Bogdan Cautis,1
Guoliang Li 0001,7
Caihua Shan,1
Jing Yan,2
Yudian Zheng,1
Jean-Paul Bodeveix,1
Xinye Cai,1
Yan Cao,2
Zining Cao,1
Taolue Chen,2
Zhe Chen,3
Dajuan Fan,1
BingWu Fang,1
Liming Fang 0001,1
Yuankang Fang,1
Mamoun Filali,1
Harald C. Gall,1
Chunpeng Ge,1
Qiang Ge,1
Jun Hu,3
Chuanlin Huang,1
Yasir Hussain,2
Xiuyi Jia,2
Shuanglong Kan,1
Dazhou Kang,1
Changbo Ke,3
Bin Li 0006,2
Weiwei Li,1
Yong Li 0019,1
Chengwei Liu,1
LinYuan Liu,1
Yinling Liu,1
Shuwang Lü,2
Yunfei Meng,2
Sebastiano Panichella,1
Huanfeng Peng,1
Guohua Shen,2
Shenghui Su,2
Yi Sun,5
Tsuyoshi Takagi,1
Zhenmin Tang,3
Changbao Tian,1
Jiandong Wang,1
Rongcun Wang,1
Shanshan Wang,2
Yong Wang 0008,1
Ou Wei,1
Zhipeng Wu,1
Fangxiong Xiao,1
Jian Xie,1
Bingfeng Xu,1
Jun Yang,7
Wenhua Yang,2
Zhibin Yang,1
Haibo Ye,1
Qiao Yu,1
Yaoshen Yu,1
Min Yuan,1
Junhua Zhang,1
Yonglong Zhang,1
Xiaofei Zhao,1
Jianhua Zheng,2
Hang Zhou,1
Hang Zhou 0002,1
Yong Zhou,3
Yu Zhou 0010,2
Haibin Zhu,4
Junwu Zhu,1
Yi Zhu,3
Youwen Zhu,2
Rahul P. Akolkar,2
Lorenzo Alvisi,2
Helen Ashman,1
Juhyun Bae,4
Azer Bestavros,2
Ka Ho Chow,4
Cristina Cornelio,1
Michael Dahlin,2
Anwesha Das,1
Sanjoy Dey,3
Achille Fokoue,1
Kyle Yingkai Gao,1
Lei Gao,1
Wei Gao 0006,1
David Grove,1
Mor Harchol-Balter,2
Benjamin Herta,1
Chris Jermaine,5
Shudong Jin,1
Zbigniew T. Kalbarczyk,1
Kiyokuni Kawachiya,1
Ashish Kundu,1
Kisung Lee,3
Heng Luo,1
Shicong Meng,3
Thomas A. Mikalsen,1
Frank Mueller,1
Ryan Musa,1
Erich M. Nahum,3
Amol Nayate,1
Balaji Palanisamy,4
Mariano Rodriguez-Muro,1
Isabelle Rouvellou,2
Vijay A. Saraswat,2
Bianca Schroeder,3
Wolfgang Segmuller,1
Anees Shaikh,2
Avraham Shinnar,1
Ignacio Silva-Lepe,3
Gong Su,2
Revathi Subramanian,1
Mikio Takeuchi,1
Yuzhe Tang,4
Asser N. Tantawi,2
Olivier Tardieu,1
Md. Yusuf Sarwar Uddin,2
Long Wang 0003,2
Wenqi Wei,4
Karen Witting,1
Charles P. Wright,1
Yanzhao Wu,4
Ping Zhang 0016,3
Qi Zhang 0009,4
Jiandan Zheng,1
Jia Zou 0001,3
Zeev Barzilai,1
Daniel K. Beece,1
Ashok K. Chandra,3
Paul Chang,1
Leendert M. Huisman,1
R. V. Jawalekar,1
Larry L. Kinney,1
Bernd Könemann,1
Michael P. Mullen,1
Indira Nair,1
Barry K. Rosen,1
Gabriel M. Silberman,1
Ilan Y. Spillinger,1
Gopalakrishnan Vijayan,1
John A. Waicukauski,1
Amr El Abbadi,3
Divyakant Agrawal,3
Gautam Bhargava,1
Piyush Goel,1
Don Haderle,1
Bijit Hore,1
Lin Qiao,1
Gary R. Ricard,1
Scott D. Scheufler,1
J. Bartlett Sinclair,1
Gary H. Sockut,1
Sandeep Uttamchandani,1
Peter J. Varman,2
Stephen Dill,1
Nadav Eiron,1
David Gibson,1
Vibby Gottemukkala,1
Ramanathan V. Guha,1
Tapas Kanungo,1
Timothy Malkemus,1
Sridhar Rajagopalan,1
John A. Tomlin,1
Jason Y. Zien,1
Xue Li 0001,5
Jianyu Cai,1
Lei Deng,3
Zhaoyun Ding,5
Wen Dou,1
Hua Fan,2
Liang Gan,4
Jian Gu,3
Jianbo Guan,3
Yi Han,4
Li He,3
XiaoChuan He,1
Jian-Qiang Hu,1
Jiuming Huang,5
Li Huang,2
Xiaobin Huang,3
Yangchen Huang,3
Zizhong Huang,1
Rong Jiang,2
Long Lan,4
Hu Li,2
Runheng Li,1
Shudong Li,4
Zheng Liang,2
Bixin Liu,2
Fei Liu 0016,1
Jiajia Miao,2
Yuanping Nie,4
Yulu Qi,2
Ying Qin,1
Yi Ren,4
ShengYu Shen,2
Yichen Song,2
Liang Su,2
Shuang Tan,2
Li Tian,3
Jun Wang 0063,2
Le Wang 0001,2
Xiaowei Wang,2
Yongheng Wang,2
Yufeng Wang,3
Zhiying Wang,3
Rongze Xia,1
Haocheng Xie,2
Zongsheng Xie,2
Bingying Xu,2
Xiaoyao Yin,3
Zhijian Yuan,3
Lumin Zhang,4
Xiao-Juan Zhao,2
Di Zheng,2
Bin Zhou 0002,2
Peng Zhou,4
Xiang Zhu,5
Peng Zou,7
Hugues Berry,1
Huan Chen,1
Francesca Dominici,1
Qi Guo,4
Qiaoping Hu,1
Lili Jia,1
Shuyuan Jin,3
Riley LeMieux,1
Honglang Li,1
Jiaojiao Lin,1
Xiao-Yang Liu,3
Hongtao Lu,1
Shaoping Ma,2
Chuanneng Mei,1
Marc Schoenauer,1
Ruimin Shen,2
Xiaobao Sheng,1
Zhikang Shuai,1
Jiaxin Si,1
Chunming Tu,1
Zhoubo Xu,1
Guosheng Yin,1
Min Zhang 0006,1
Xuping Zhang,1
Yixin Zhang,1
Zhenhai Zhang,1
Levent Burak Kara,1
Zhenguo Nie,1
Kenji Shimada,1
Soji Yamakawa,1
Zhangsihao Yang,1
Wentai Zhang,1
Lan Zou,1
Zhihong Liu,2
Zhiquan Liu,2
Yinbin Miao,2
Yong Zeng,2
Gagan Agrawal,2
Eivind Almaas,1
Favyen Bastani,1
Yuri Breitbart,1
Jianshu Chen,3
Li Deng 0001,2
Dejing Dou,2
Feodor F. Dragan,1
Renato Ferreira 0001,1
David Fuhry,1
Leonid Glimcher,1
Anjan Goswami,1
Xiaodong He 0001,4
Hui Hong,1
Kun Huang,1
Yan Huang 0002,3
Chao Jiang,1
Xiao Jiang,3
David Kil,1
Victor E. Lee,1
Paea LePendu,1
Xiaogang Li 0001,1
Can Lu,2
Scott McCallen,1
Chibuike Muoh,1
NhatHai Phan,2
Brigitte Piniewski,1
Helen Piontkivska,1
Jiaxiang Ren,1
Ning Ruan,2
Yelong Shen,2
Kaushik Sinha,1
Junfeng Sun,3
My T. Thai,3
Karthikeyan Vaidyanathan,1
Minh N. Vu,2
Fan Wang 0004,1
Pengwei Wang,1
Sixing Wu,1
Yubao Wu,3
Ge Yang,1
Xinyue Ye,1
Feng Zhang 0012,1
Jie Zhang 0010,1
Zijie Zhang,1
Jiashuai Zhou,2
Xiaofeng Zhu 0003,1
Hong Yin,3
Madirakshi Das,2
Ritendra Datta,1
Minh N. Do,3
Rogério Schmidt Feris,4
Stephen Hammer,2
Wei Hao,2
John Kent,2
Phoury Lei,2
Jia Li 0001,3
Khoi-Nguyen C. Mac,2
Michele Merler,3
Minwoo Park,2
Vivek K. Singh,2
Peter O. Stubler,2
James Ze Wang,2
Jinjun Xiong,2
Raymond A. Yeh,1
Karl Aberer,5
Gail-Joon Ahn,1
Maryam Aldairi,1
Reda Alhajj,2
Mohd Anwar,1
Walid G. Aref,3
Nathalie Baracaldo,1
Rafae Bhatti,1
Carlos E. Caicedo,1
Barbara Carminati,2
Suroop Mohan Chandran,1
Dimitrios Georgakopoulos,2
Arif Ghafoor,1
Jesus M. Gonzalez,1
Dimitris Gritzalis,1
Michael Jiang,1
Lei Jin 0003,1
Youna Jung,1
Hassan A. Karimi,2
Leila Karimi,1
Minkoo Kim,1
Minsoo Kim 0001,1
Minsoo Kim 0002,1
Chao Li 0023,1
Xuelian Long,1
Amirreza Masoumzadeh,1
Basit Shafiq,1
Mei-Ling Shyu,2
Eugene H. Spafford,1
Hassan Takabi,1
David Tipper,1
Summit R. Tuladhar,1
Runhua Xu,1
Saman Taghavi Zargar,1
Chengcui Zhang,1
Yue Zhang 0002,1
Sourish Chaudhuri,1
Christopher G. Chute,1
William W. Cohen,3
Somnath Dey,1
Mark Dredze,1
Frank Fischer 0001,1
Gahgene Gweon,1
Richard Maclin,1
Bodhisatwa Mazumdar,1
Serguei V. S. Pakhomov,1
Ted Pedersen,1
Carolyn Penstein Rosé,1
Yi-Chia Wang,1
Armin Weinberger,1
Nipun Arora,2
Naser S. Barghouti,1
Jonathan Bell 0001,1
Israel Ben-Shaul,1
Saikat Chakraborty,1
Tsong Yueh Chen,2
Matt Chu,1
Kendra M. L. Cooper,1
Huning Dai,1
Mohan Dattatreya,1
Stephen E. Dossick,1
Peter H. Feiler,1
David Garlan,1
Rean Griffith,1
Peter Grimm,1
Philip Gross,1
Suhit Gupta,2
Brent Hailpern,1
George T. Heineman,1
Joseph L. Hellerstein,4
Joshua Wing Kei Ho,1
Wenyu Jiang,1
Simon M. Kaplan,1
John R. Kender,3
Tiecheng Liu,1
Eric Melski,1
Josephine Micallef,1
Christian Murphy,1
Janak J. Parekh,1
Sujay S. Parekh,1
Dewayne E. Perry,1
Dan B. Phung,1
Daniel Port,1
Md. Masudur Rahman,1
Baishakhi Ray,1
Robert W. Schwanke,1
Simha Sethumadhavan,2
Kuang Shen,1
Swapneel Sheth,1
Michael H. Sokolsky,1
Fang-Hsiang Su,1
Giuseppe Valetto,1
Leon Wu,1
Xiaoyuan Xie,2
Baowen Xu,5
Jack Jingshuang Yang,1
Erol Basturk,2
Alexander Birman,3
G. Delp,2
Robert Engel,2
Wu-chang Feng,2
Domenico Ferrari,1
Roch Guérin,2
R. Haas,2
Sanjay Kamat,2
Daniel L. Kiskis,1
Franck Le,1
Ashish Mehra,2
P. Pan,2
Vinod G. J. Peris,2
Raju Rajan,2
Yakov Rekhter,1
Henning Schulzrinne,1
Dinesh C. Verma,1
Marc Willebeek-LeMair,3
Doug Williams,2
Yuting Ding,3
Chen Wang 0018,4
Lu Xiong,3
Peizhi Zhang,1
Lara Ansari,1
Tanya Y. Berger-Wolf,3
Ivan Brugere,3
L. Jean Camp,1
Neha Chachra,1
Stephen Checkoway,1
Brandon Enright,1
Márk Félegyházi,1
Vaibhav Garg,1
Chris Grier,1
Tristan Halvorson,1
Mohammad Taha Khan,1
Christian Kreibich,1
Kirill Levchenko,1
Damon McCoy,1
Marti Motoyama,1
Vern Paxson,2
Andreas Pitsillidis,1
Stefan Savage,1
Peter Snyder,1
Cynthia Bagier Taylor,1
Blase Ur,1
Geoffrey M. Voelker,1
Nicholas Weaver,1
Sugandha Arora,1
Rajeev Ayyagari,1
Sanghamitra Bandyopadhyay,1
Kanishka Bhaduri,2
Ruchita Bhargava,1
Kirk D. Borne,1
Joel W. Branch,1
Philip Chan,1
Rong Chen,2
Kamalika Das,2
Souptik Datta,1
Kalyanmoy Deb,1
Haimonti Dutta,1
Tim Finin,3
Samiran Ghosh,1
Chris Giannella,1
Michael Gilligan,1
David E. Goldberg,1
Ilker Hamzaoglu,1
Daryl E. Hershberger,1
Weiyun Huang,1
Erik L. Johnson,1
Anupam Joshi,3
Martin Klein 0002,1
Kun Liu 0001,1
Tushar Mahule,1
Byung-Hoon Park,1
Sweta Pittie,1
Vasundhara Puttagunta,1
Jessica Ryan,1
Kakali Sarkar,1
Krishnamoorthy Sivakumar,1
Brian Stafford,1
Domenico Talia,2
Ran Wolff,1
Xianshu Zhu,1
Rajat Aggarwal,2
Rezwan Ahmed,1
Srinivas Aluru,3
David C. Anastasiu,1
Daniel Boley,3
Evangelia Christakopoulou,1
Diane J. Cook,6
Kevin W. DeRonne,1
Mukund Deshpande,1
Christian Desrosiers,2
Asmaa Elbadrawy,1
Maria L. Gini,3
Ananth Grama,3
Robert Gross,3
Anshul Gupta,2
Valerie Guralnik,1
Fred G. Gustavson,2
Eui-Hong Han,3
F. Maxwell Harper,1
Kyle Hastings,3
Junling Hu,1
Jeremy Iverson,1
Venkata Rohit Jakkula,1
Zhonghua Jiang,1
Mahesh V. Joshi,2
Santosh Kabbur,1
Chandrika Kamath,2
Christopher Kauffman,1
Benjamin J. Keller,1
Joseph A. Konstan,2
Michihiro Kuramochi,1
Dominique LaSalle,1
William Leinberger,2
Saurav Manchanda,1
Lucio Miele,2
Batul J. Mirza,1
Jerome Moore,3
Sara Morsy,1
Irene Moulitsas,1
Athanasios N. Nikolakopoulos,1
Xia Ning,2
Shalini Pandey,1
Jongsoo Park,1
Yevgeniy Podolyan,1
Agoritsa Polyzou,1
Giovanni Ponti,1
Salil Raje,1
Huzefa Rangwala,1
Abhishek Ranjan,1
Al Mamunur Rashid,1
Niranjay Ravindran,1
Kirk Schloegel,2
Navaratnasothie Selvakkumaran,1
Masakazu Seno,1
Mohit Sharma,1
Shashi Shekhar,6
Lisa Singh,1
Narayanan Sundaram,4
Andrea Tagarelli,1
Nikil Wale,1
Michael A. Walters,1
Ian A. Watson,1
Zhiping Zeng,2
Ying Zhao,4
Shumo Chu,1
Chi Keong Goh,1
Chi-Keong Goh,1
Yuzhen Huang,1
Jinfeng Li,2
Tianbo Li,1
An Lu,1
Yi Lu,3
Wilfred Ng,4
Ramón Sagarna,1
Pengfei Wei,1
Alireza Abdoli,1
Sara Alaee,1
Jiyuan An,1
Anthony J. Bagnall,1
Nurjahan Begum,1
Aaron Bostrom,1
Philip Brisk,1
Alessandro Camerra,1
Bilson J. L. Campana,2
Sydney S. Cash,2
Yanping Chen 0005,1
Bill Yuan-chi Chiu,1
Selina Chu,1
Amirali Darvishzadeh,1
Hoang Anh Dau,1
Daniel P. W. Ellis,3
Scott Evans,1
Germain Forestier,1
Gareth J. Funning,1
Alec C. Gerry,1
John Handley,1
Yuan Hao,1
David M. Hart,1
Wendy L. Hodges,1
Bing Hu 0001,1
Makoto Imamura,1
Shima Imani,1
Hongxia Jin,2
Kaveh Kamgar,1
Shruti Kasetty,1
Nickolas Kavantzas,1
Nitin Kumar,1
Rolf Lakämper,1
Jeffrey P. Lankford,1
James Large,1
Longin Jan Latecki,1
Dah-Jye Lee,1
Sang-Hee Lee,3
Michele Linardi,1
Jason Lines,1
Venkata Nishanth Lolla,1
Stefano Lonardi,1
Frank Madrid,1
Abdullah Mueen,3
Amy C. Murillo,1
Ann E. Nicholson,1
Vit Niennattrakul,1
Daniel Nikovski,1
Donna M. Nystrom,1
Thanawin Rakthanmanon,2
Umaa Rebbapragada,1
Zachary Schall-Zimmerman,1
Peter Scheuermann,6
Nader Shakibay Senobari,1
Nima Bigdely Shamlo,1
Christian R. Shelton,2
Yilin Shen,2
Jin Shieh,1
Mohammad Shokoohi-Yekta,1
Diego Furtado Silva,1
Vinícius M. A. de Souza,1
Joseph Tarango,1
Oben M. Tataw,1
Goce Trajcevski,3
Wagner Truppel,1
Ken Ueno,1
Liudmila Ulanova,1
Xiaoyue Wang,2
M. Brandon Westover,3
Xiaopeng Xi,2
